[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-27 11:21:24] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-27 11:21:27] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content\uploads
[2025-03-27 11:21:27] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content
[2025-03-27 11:21:29] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-27 11:21:29] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-27 11:21:29] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-27 11:21:31] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content\uploads
[2025-03-27 11:21:31] [class-ss-url-fetcher.php:251] Fetching URL: C:\xampp\htdocs\Abhi-singh\wp-content
[2025-03-27 11:21:41] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484\
[2025-03-27 11:21:41] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/abhi-singh/
[2025-03-27 11:22:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css?simply_static_page=1620
[2025-03-27 11:22:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css?simply_static_page=1620
[2025-03-27 11:22:56] [class-ss-url-fetcher.php:103] Filesize: 2459 bytes
[2025-03-27 11:22:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css
[2025-03-27 11:22:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e53510d6da9-uKFixz.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css
[2025-03-27 11:22:56] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:56] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:56] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:56] [class-ss-page.php:119] Checking Content Identical:953119a7bb6a1e65d1b320a268da04150dbfa7f2===. Value: FALSE
[2025-03-27 11:22:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image-gallery.min.css
[2025-03-27 11:22:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 1209
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e535110522b-kO8e5N.tmp
[2025-03-27 11:22:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image-gallery.min.css?simply_static_page=1621
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image-gallery.min.css?simply_static_page=1621
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:103] Filesize: 2459 bytes
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-image-gallery.min.css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e535110522b-kO8e5N.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-image-gallery.min.css
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:57] [class-ss-page.php:119] Checking Content Identical:953119a7bb6a1e65d1b320a268da04150dbfa7f2===. Value: FALSE
[2025-03-27 11:22:57] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 350 of 1209 pages/files
[2025-03-27 11:22:57] [class-ss-archive-creation-job.php:212] We're not done with the fetch_urls task yet
[2025-03-27 11:22:57] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2025-03-27 11:22:57] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:69] Total pages: 1209; Pages remaining: 809
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image-rtl.min.css
[2025-03-27 11:22:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 1209
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e535113aab6-Ym1sbS.tmp
[2025-03-27 11:22:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image-rtl.min.css?simply_static_page=1622
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image-rtl.min.css?simply_static_page=1622
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:103] Filesize: 254 bytes
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-image-rtl.min.css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e535113aab6-Ym1sbS.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-image-rtl.min.css
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:57] [class-ss-page.php:119] Checking Content Identical:bbe87a904c6f2abaa068fe19cb926193b09fc30b===. Value: FALSE
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image.min.css
[2025-03-27 11:22:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 1209
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e5351160d0c-OvXeTW.tmp
[2025-03-27 11:22:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image.min.css?simply_static_page=1623
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-image.min.css?simply_static_page=1623
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:103] Filesize: 254 bytes
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-image.min.css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e5351160d0c-OvXeTW.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-image.min.css
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:57] [class-ss-page.php:119] Checking Content Identical:bbe87a904c6f2abaa068fe19cb926193b09fc30b===. Value: FALSE
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-base-rtl.min.css
[2025-03-27 11:22:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 1209
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e535118aa70-X06wkO.tmp
[2025-03-27 11:22:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-base-rtl.min.css?simply_static_page=1624
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-base-rtl.min.css?simply_static_page=1624
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:103] Filesize: 12439 bytes
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-base-rtl.min.css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e535118aa70-X06wkO.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-base-rtl.min.css
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:57] [class-ss-page.php:119] Checking Content Identical:a7dcbf88e48b721c9c055116e6cd4fcd87956555===. Value: FALSE
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-base.min.css
[2025-03-27 11:22:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 1209
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e53511b0f42-95muV7.tmp
[2025-03-27 11:22:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-base.min.css?simply_static_page=1625
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-base.min.css?simply_static_page=1625
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:103] Filesize: 12439 bytes
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-base.min.css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e53511b0f42-95muV7.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-base.min.css
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:57] [class-ss-page.php:119] Checking Content Identical:a7dcbf88e48b721c9c055116e6cd4fcd87956555===. Value: FALSE
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-rtl.min.css
[2025-03-27 11:22:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 1209
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e53511c9918-zWzTUB.tmp
[2025-03-27 11:22:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-rtl.min.css?simply_static_page=1626
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-rtl.min.css?simply_static_page=1626
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:103] Filesize: 18047 bytes
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-rtl.min.css
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e53511c9918-zWzTUB.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-rtl.min.css
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:57] [class-ss-page.php:119] Checking Content Identical:21f09e10ad7de5049410ecae1603142469b9756e===. Value: FALSE
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2-rtl.min.css
[2025-03-27 11:22:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 1209
[2025-03-27 11:22:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e53511f1d91-o36Vb3.tmp
[2025-03-27 11:22:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2-rtl.min.css?simply_static_page=1627
[2025-03-27 11:22:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2-rtl.min.css?simply_static_page=1627
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:103] Filesize: 861 bytes
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2-rtl.min.css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e53511f1d91-o36Vb3.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2-rtl.min.css
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:58] [class-ss-page.php:119] Checking Content Identical:fc141e4463324e870d36bf7e6d276ad1388271cf===. Value: FALSE
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css
[2025-03-27 11:22:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 1209
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e535122a883-CpGNd6.tmp
[2025-03-27 11:22:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css?simply_static_page=1628
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css?simply_static_page=1628
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:103] Filesize: 861 bytes
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e535122a883-CpGNd6.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-2.min.css
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:58] [class-ss-page.php:119] Checking Content Identical:fc141e4463324e870d36bf7e6d276ad1388271cf===. Value: FALSE
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3-rtl.min.css
[2025-03-27 11:22:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 1209
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e5351252776-Hzuz88.tmp
[2025-03-27 11:22:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3-rtl.min.css?simply_static_page=1629
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3-rtl.min.css?simply_static_page=1629
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:103] Filesize: 744 bytes
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3-rtl.min.css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e5351252776-Hzuz88.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3-rtl.min.css
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:58] [class-ss-page.php:119] Checking Content Identical:0fcc670f89dc878afde5d304137f58eb964609c7===. Value: FALSE
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3.min.css
[2025-03-27 11:22:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 1209
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e535127c68d-tm2fkh.tmp
[2025-03-27 11:22:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3.min.css?simply_static_page=1630
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3.min.css?simply_static_page=1630
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:103] Filesize: 744 bytes
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3.min.css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e535127c68d-tm2fkh.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-3.min.css
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:58] [class-ss-page.php:119] Checking Content Identical:0fcc670f89dc878afde5d304137f58eb964609c7===. Value: FALSE
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4-rtl.min.css
[2025-03-27 11:22:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 1209
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e53512a4a9c-cX0I55.tmp
[2025-03-27 11:22:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4-rtl.min.css?simply_static_page=1631
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4-rtl.min.css?simply_static_page=1631
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:103] Filesize: 828 bytes
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4-rtl.min.css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e53512a4a9c-cX0I55.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4-rtl.min.css
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:58] [class-ss-page.php:119] Checking Content Identical:8b9efadc97d8f9088a945594476924b7da5d0075===. Value: FALSE
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4.min.css
[2025-03-27 11:22:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 1209
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e53512d12b4-HLLC9q.tmp
[2025-03-27 11:22:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4.min.css?simply_static_page=1632
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4.min.css?simply_static_page=1632
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:103] Filesize: 828 bytes
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4.min.css
[2025-03-27 11:22:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\umang\AppData\Local\Temp/67e53512d12b4-HLLC9q.tmp to C:\xampp\htdocs\Abhi-singh/wp-content/uploads\simply-static\temp-files/simply-static-1-1743074484/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-4.min.css
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-03-27 11:22:58] [class-ss-page.php:119] Checking Content Identical:8b9efadc97d8f9088a945594476924b7da5d0075===. Value: FALSE
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-5-rtl.min.css
[2025-03-27 11:22:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 1209
[2025-03-27 11:22:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-03-27 11:22:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\umang\AppData\Local\Temp/67e53512f3457-uEjw1B.tmp
[2025-03-27 11:22:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/abhi-singh/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-5-rtl.min.css?simply_static_page=1633
